Хозяева;Гости;Голы хозяев;Голы гостей;День;Месяц;Год;Тур;Стадион;Город;Время начана;Сезон,
"Амкар;Крылья Советов;0;0;26;сентября;2016;8;стадион ""Звезда"";Пермь;17:00;2016/2017",
"Рубин;Томь;2;1;26;сентября;2016;8;стадион ""Центральный"";Казань;19:30;2016/2017",
"Томь;Урал;1;1;1;октября;2016;9;стадион ""Труд"";Томск;12:00;2016/2017",
"Крылья Советов;Анжи;2;1;1;октября;2016;9;стадион ""Металлург"";Самара;14:30;2016/2017",
"Локомотив;Арсенал Т;1;1;1;октября;2016;9;стадион ""РЖД Арена"";Москва;17:00;2016/2017",
"Терек;Оренбург;2;1;1;октября;2016;9;стадион ""Ахмат Арена"";Грозный;19:30;2016/2017",
"Уфа;Амкар;1;1;2;октября;2016;9;стадион ""Нефтяник"";Уфа;14:00;2016/2017",
"Зенит;Спартак;4;2;2;октября;2016;9;стадион ""Петровский"";Санкт-Петербург;16:30;2016/2017",
"Ростов;ЦСКА;2;0;2;октября;2016;9;стадион ""Олимп-2"";Ростов-на-Дону;19:00;2016/2017",
"Краснодар;Рубин;1;0;2;октября;2016;9;стадион ""Кубань"";Краснодар;19:00;2016/2017",
"ЦСКА;Уфа;1;0;14;октября;2016;10;стадион ""ВЭБ Арена"";Москва;19:30;2016/2017",
"Амкар;Локомотив;0;0;15;октября;2016;10;стадион ""Звезда"";Пермь;14:30;2016/2017",
"Рубин;Крылья Советов;3;0;15;октября;2016;10;стадион ""Ак Барс Арена"";Казань;17:00;2016/2017",
"Спартак;Ростов;1;0;15;октября;2016;10;стадион ""Открытие Арена"";Москва;19:30;2016/2017",
"Урал;Зенит;0;2;16;октября;2016;10;стадион ""СКБ-Банк Арена"";Екатеринбург;14:00;2016/2017",
"Оренбург;Томь;3;1;16;октября;2016;10;стадион ""Газовик"";Оренбург;16:30;2016/2017",
"Арсенал Т;Краснодар;0;0;16;октября;2016;10;стадион ""Арсенал"";Тула;19:00;2016/2017",
"Анжи;Терек;0;0;17;октября;2016;10;стадион ""Анжи Арена"";Каспийск;19:30;2016/2017",
"Крылья Советов;Арсенал Т;1;1;21;октября;2016;11;стадион ""Металлург"";Самара;18:00;2016/2017",
"Томь;Анжи;0;3;22;октября;2016;11;стадион ""Труд"";Томск;12:00;2016/2017",
"Уфа;Ростов;0;0;22;октября;2016;11;стадион ""Нефтяник"";Уфа;14:30;2016/2017",
"Урал;Спартак;0;1;22;октября;2016;11;стадион ""СКБ-Банк Арена"";Екатеринбург;17:00;2016/2017",
"Терек;Рубин;3;1;22;октября;2016;11;стадион ""Ахмат Арена"";Грозный;19:30;2016/2017",
"Локомотив;ЦСКА;1;0;23;октября;2016;11;стадион ""РЖД Арена"";Москва;16:30;2016/2017",
"Краснодар;Амкар;1;0;23;октября;2016;11;стадион ""Арена Краснодар"";Краснодар;19:00;2016/2017",
"Зенит;Оренбург;1;0;24;октября;2016;11;стадион ""Петровский"";Санкт-Петербург;19:30;2016/2017",
"Амкар;Ростов;1;0;29;октября;2016;12;стадион ""Звезда"";Пермь;15:30;2016/2017",
"Спартак;ЦСКА;3;1;29;октября;2016;12;стадион ""Открытие Арена"";Москва;18:00;2016/2017",
"Урал;Терек;1;4;30;октября;2016;12;стадион ""СКБ-Банк Арена"";Екатеринбург;12:00;2016/2017",
"Арсенал Т;Уфа;0;2;30;октября;2016;12;стадион ""Арсенал"";Тула;14:30;2016/2017",
"Зенит;Томь;1;0;30;октября;2016;12;стадион ""Петровский"";Санкт-Петербург;17:00;2016/2017",
"Анжи;Краснодар;0;0;30;октября;2016;12;стадион ""Анжи Арена"";Каспийск;19:30;2016/2017",
"Оренбург;Крылья Советов;1;0;31;октября;2016;12;стадион ""Газовик"";Оренбург;17:00;2016/2017",
"Рубин;Локомотив;2;0;31;октября;2016;12;стадион ""Ак Барс Арена"";Казань;19:30;2016/2017",
"Томь;Спартак;0;1;5;ноября;2016;13;стадион ""Труд"";Томск;11:00;2016/2017",
"Уфа;Рубин;2;3;5;ноября;2016;13;стадион ""Нефтяник"";Уфа;13:30;2016/2017",
"Крылья Советов;Урал;2;2;5;ноября;2016;13;стадион ""Металлург"";Самара;16:00;2016/2017",
"Локомотив;Анжи;4;0;5;ноября;2016;13;стадион ""РЖД Арена"";Москва;18:30;2016/2017",
"Терек;Зенит;2;1;6;ноября;2016;13;стадион ""Ахмат Арена"";Грозный;17:00;2016/2017",
"Ростов;Арсенал Т;4;1;6;ноября;2016;13;стадион ""Олимп-2"";Ростов-на-Дону;17:00;2016/2017",
"ЦСКА;Амкар;2;2;6;ноября;2016;13;стадион ""ВЭБ Арена"";Москва;19:00;2016/2017",
"Краснодар;Оренбург;3;3;6;ноября;2016;13;стадион ""Арена Краснодар"";Краснодар;19:30;2016/2017",
"Арсенал Т;ЦСКА;0;1;18;ноября;2016;14;стадион ""Арсенал"";Тула;19:00;2016/2017",
"Рубин;Ростов;0;0;18;ноября;2016;14;стадион ""Ак Барс Арена"";Казань;19:30;2016/2017",
"Оренбург;Локомотив;1;1;19;ноября;2016;14;стадион ""Газовик"";Оренбург;14:30;2016/2017",
"Анжи;Уфа;0;1;19;ноября;2016;14;стадион ""Анжи Арена"";Каспийск;17:00;2016/2017",
"Краснодар;Урал;3;0;20;ноября;2016;14;стадион ""Арена Краснодар"";Краснодар;14:30;2016/2017",
"Спартак;Амкар;1;0;20;ноября;2016;14;стадион ""Открытие Арена"";Москва;17:00;2016/2017",
"Зенит;Крылья Советов;3;1;20;ноября;2016;14;стадион ""Петровский"";Санкт-Петербург;19:30;2016/2017",
"Терек;Томь;0;0;21;ноября;2016;14;стадион ""Ахмат Арена"";Грозный;19:00;2016/2017",
"Уфа;Оренбург;1;0;25;ноября;2016;15;стадион ""Нефтяник"";Уфа;17:00;2016/2017",
"Амкар;Арсенал Т;1;0;26;ноября;2016;15;стадион ""Звезда"";Пермь;11:30;2016/2017",
"ЦСКА;Рубин;0;0;26;ноября;2016;15;стадион ""ВЭБ Арена"";Москва;14:00;2016/2017",
"Локомотив;Урал;1;1;26;ноября;2016;15;стадион ""РЖД Арена"";Москва;17:00;2016/2017",
"Терек;Спартак;0;1;26;ноября;2016;15;стадион ""Ахмат Арена"";Грозный;18:00;2016/2017",
"Крылья Советов;Томь;3;0;27;ноября;2016;15;стадион ""Металлург"";Самара;14:00;2016/2017",
"Ростов;Анжи;2;0;27;ноября;2016;15;стадион ""Олимп-2"";Ростов-на-Дону;16:30;2016/2017",
"Краснодар;Зенит;2;1;27;ноября;2016;15;стадион ""Арена Краснодар"";Краснодар;19:00;2016/2017",
"Урал;Ростов;1;0;30;ноября;2016;16;стадион ""СКБ-Банк Арена"";Екатеринбург;17:00;2016/2017",
"Рубин;Арсенал Т;1;0;30;ноября;2016;16;стадион ""Ак Барс Арена"";Казань;19:00;2016/2017",
"ЦСКА;Оренбург;2;0;30;ноября;2016;16;стадион ""ВЭБ Арена"";Москва;19:30;2016/2017",
"Зенит;Уфа;2;0;30;ноября;2016;16;стадион ""Петровский"";Санкт-Петербург;19:30;2016/2017",
"Крылья Советов;Спартак;4;0;1;декабря;2016;16;стадион ""Металлург"";Самара;18:00;2016/2017",
"Терек;Краснодар;2;1;1;декабря;2016;16;стадион ""Ахмат Арена"";Грозный;18:00;2016/2017",
"Томь;Локомотив;1;6;1;декабря;2016;16;стадион ""РЖД Арена"";Москва;19:30;2016/2017",
"Анжи;Амкар;3;1;1;декабря;2016;16;стадион ""Анжи Арена"";Каспийск;20:30;2016/2017",
"ЦСКА;Урал;4;0;3;декабря;2016;17;стадион ""ВЭБ Арена"";Москва;14:00;2016/2017",
"Ростов;Зенит;0;0;3;декабря;2016;17;стадион ""Олимп-2"";Ростов-на-Дону;19:00;2016/2017",
"Локомотив;Терек;2;0;4;декабря;2016;17;стадион ""РЖД Арена"";Москва;16:00;2016/2017",
"Уфа;Томь;1;0;5;декабря;2016;17;стадион ""Нефтяник"";Уфа;13:00;2016/2017",
"Амкар;Оренбург;3;0;5;декабря;2016;17;стадион ""Звезда"";Пермь;14:00;2016/2017",
"Краснодар;Крылья Советов;1;1;5;декабря;2016;17;стадион ""Арена Краснодар"";Краснодар;19:00;2016/2017",
"Спартак;Рубин;2;1;5;декабря;2016;17;стадион ""Открытие Арена"";Москва;19:30;2016/2017",
"Арсенал Т;Анжи;1;0;5;декабря;2016;17;стадион ""Арсенал"";Тула;19:30;2016/2017",
"Томь;Ростов;0;6;3;марта;2017;18;стадион ""Олимп-2"";Ростов-на-Дону;19:00;2016/2017",
"Оренбург;Арсенал Т;3;0;4;марта;2017;18;стадион ""Газовик"";Оренбург;14:00;2016/2017",
"ЦСКА;Зенит;0;0;4;марта;2017;18;стадион ""ВЭБ Арена"";Москва;16:30;2016/2017",
"Урал;Амкар;1;0;5;марта;2017;18;стадион ""СКБ-Банк Арена"";Екатеринбург;11:30;2016/2017",
"Крылья Советов;Локомотив;0;3;5;марта;2017;18;стадион ""Нефтяник"";Уфа;14:00;2016/2017",
"Краснодар;Спартак;2;2;5;марта;2017;18;стадион ""Арена Краснодар"";Краснодар;16:30;2016/2017",
"Терек;Уфа;0;1;5;марта;2017;18;стадион ""Ахмат Арена"";Грозный;19:00;2016/2017",
"Анжи;Рубин;0;1;6;марта;2017;18;стадион ""Анжи Арена"";Каспийск;19:30;2016/2017",
"Арсенал Т;Урал;2;0;10;марта;2017;19;стадион ""Арсенал"";Тула;19:00;2016/2017",
"Уфа;Крылья Советов;1;0;11;марта;2017;19;стадион ""Нефтяник"";Уфа;11:30;2016/2017",
"ЦСКА;Томь;4;0;11;марта;2017;19;стадион ""ВЭБ Арена"";Москва;14:00;2016/2017",
"Рубин;Оренбург;0;0;11;марта;2017;19;стадион ""Центральный"";Казань;16:30;2016/2017",
"Амкар;Зенит;1;0;12;марта;2017;19;стадион ""Звезда"";Пермь;11:30;2016/2017",
"Спартак;Анжи;1;0;12;марта;2017;19;стадион ""Открытие Арена"";Москва;16:30;2016/2017",
"Ростов;Терек;0;0;12;марта;2017;19;стадион ""Олимп-2"";Ростов-на-Дону;19:00;2016/2017",
"Локомотив;Краснодар;1;2;13;марта;2017;19;стадион ""РЖД Арена"";Москва;19:30;2016/2017",
"Анжи;Оренбург;1;0;17;марта;2017;20;стадион ""Анжи Арена"";Каспийск;19:00;2016/2017",
"Томь;Амкар;1;0;18;марта;2017;20;стадион ""Труд"";Томск;11:30;2016/2017",
"Урал;Рубин;1;0;18;марта;2017;20;стадион ""СКБ-Банк Арена"";Екатеринбург;14:00;2016/2017",
"Локомотив;Спартак;1;1;18;марта;2017;20;стадион ""РЖД Арена"";Москва;16:30;2016/2017",
"Крылья Советов;Ростов;0;0;19;марта;2017;20;стадион ""Металлург"";Самара;14:00;2016/2017",
"Терек;ЦСКА;0;1;19;марта;2017;20;стадион ""Ахмат Арена"";Грозный;16:30;2016/2017",
"Краснодар;Уфа;0;0;19;марта;2017;20;стадион ""Арена Краснодар"";Краснодар;16:30;2016/2017",
"Зенит;Арсенал Т;2;0;19;марта;2017;20;стадион ""Петровский"";Санкт-Петербург;19:30;2016/2017",
"Анжи;Урал;2;3;31;марта;2017;21;стадион ""Анжи Арена"";Каспийск;19:30;2016/2017",
"Уфа;Локомотив;0;1;1;апреля;2017;21;стадион ""Нефтяник"";Уфа;15:00;2016/2017",
"Арсенал Т;Томь;3;0;1;апреля;2017;21;стадион ""Арсенал"";Тула;17:30;2016/2017",
"Амкар;Терек;1;1;2;апреля;2017;21;стадион ""Звезда"";Пермь;13:30;2016/2017",
"Рубин;Зенит;0;2;2;апреля;2017;21;стадион ""Ак Барс Арена"";Казань;14:00;2016/2017",
"ЦСКА;Крылья Советов;2;1;2;апреля;2017;21;стадион ""ВЭБ Арена"";Москва;16:30;2016/2017",
